,text_final
324,"['one', 'paragraph', 'briefly', 'describe', 'assumption', 'want', 'follow', 'mainstreamers', 'also', 'give', 'use', 'case', 'mainstream', 'would', 'use', 'software', 'hope', 'copy', 'slice', 'document', 'disclaimer', 'mainstreamer', 'much', 'like', 'underserved', 'population', 'even', 'situationally', 'example', 'underserved', 'population', 'illiterate', 'mainstreamer', 'must', 'fully', 'literate', 'language', 'use', 'interface', 'underserved', 'population', 'low', 'vision', 'mainstreamer', 'must', 'good', 'vision', 'appropriate', 'lighting', 'etc']"
325,"['total', 'point']"
326,"['example', 'user', 'suppose', 'student', 'find', 'doctor', 'observe', 'field', 'interview', 'student', 'look', 'doctor', 'specific', 'problem', 'sear', 'tooth', 'pain']"
327,"['enough', 'detail']"
328,"['read', 'teammate', 'assignment', 'submission', 'post', 'request', 'feedback', 'team', 'ui', 'design']"
329,"['use', 'rubric']"
330,"['whether', 'find', 'team', 'complete', 'team', 'registration', 'form']"
331,"['answer', 'follow', 'team', 'communication', 'go', 'well', 'go', 'poorly', 'team', 'agree', 'improve', 'sprint']"
332,"['installment', 'complete', 'final', 'agreed', 'upon', 'use', 'case', 'project', 'follow', 'correspondence', 'dr']"
333,"['previous', 'uml', 'class', 'diagram', 'provide', 'two', 'problem', 'clearly', 'describe', 'reasonable', 'explanation', 'give', 'solve', 'design', 'pattern', 'two', 'clear', 'uml', 'class', 'diagram', 'revision', 'provide']"
334,"['detailed', 'observation', 'response', 'show', 'place', 'provide', 'insight', 'result', 'mention']"
335,"['skip', 'content']"
336,"['app', 'want', 'make', 'book', 'swap', 'app']"
337,"['template', 'word']"
338,"['use', 'project', 'system', 'describe', 'task', 'would', 'user', 'perform', 'observe']"
339,"['part', 'scrum']"
340,"['describe', 'task', 'use', 'project', 'system', 'ask', 'user', 'observation']"
341,"['previous', 'peer', 'review', 'heuristic', 'evaluation']"
342,"['need', 'include', 'quote', 'screenshot', 'teammates', 'show', 'respond']"
343,"['delete', 'criterion', 'line']"
344,"['remove', 'point', 'rubric']"
345,"['also', 'light', 'version', 'mainstream', 'population']"
346,"['addition', 'may', 'also', 'want', 'include', 'form', 'research', 'web', 'research', 'concept', 'idea', 'etc', 'however', 'grade', 'form', 'research']"
347,"['know', 'make', 'gui']"
348,"['complete', 'around', 'work', 'sign']"
349,"['sketch', 'feel', 'free', 'scan', 'instead', 'draw', 'computer']"
350,"['plan', 'microservice']"
351,"['notify', 'teammate', 'individual', 'project', 'able', 'communicate', 'microservice']"
352,"['get', 'pollution', 'sensor', 'recently', 'turbo', 'speed', 'rip', 'sensor', 'package', 'throw', 'user', 'manual', 'across', 'room', 'jam', 'usb', 'computer', 'google', 'around', 'sensor', 'software', 'google', 'google', 'could', 'find', 'software', 'pick', 'manual', 'floor', 'get', 'url', 'sensor', 'manufacturer', 'website', 'finally', 'break', 'read', 'whole', 'webpage', 'find', 'poorly', 'label', 'software', 'download', 'link', 'see', 'aspect', 'tim', 'abi']"
353,['detail']
354,"['instruction', 'answer', 'three', 'question', 'since', 'last', 'status', 'update', 'plan', 'next', 'status', 'update', 'anything', 'block', 'plan', 'optional', 'respond', 'teammate', 'whose', 'blocker', 'might', 'able', 'help', 'clear']"
355,"['b', 'screenshot', 'show', 'least', 'user', 'story', 'task', 'management', 'system']"
356,"['explain', 'prototype', 'way']"
357,"['make', 'single', 'sentence', 'say', 'select', 'list', 'heuristic', 'cw', 'question', 'process', 'require', 'inclusive', 'mag', 'paper', 'previous', 'team', 'selection', 'sample', 'gender', 'mag', 'heuristic']"
358,"['example', 'make', 'transportation', 'decision', 'uber', 'v']"
359,"['get', 'feedback', 'ui', 'design']"
360,"['note', 'process', 'iterative', 'allowable', 'expand', 'p', 'research', 'question', 'progress', 'find', 'user']"
361,"['question', 'please', 'feel', 'free', 'contact']"
362,"['procedure', 'go', 'answer', 'question', 'detail']"
363,"['agree', 'implement', 'microservice']"
364,"['plan', 'microservices']"
365,"['use', 'detailed', 'observation', 'response', 'identify', 'location', 'produce', 'result', 'indicate']"
366,"['agree', 'implement', 'microservice']"
367,"['need', 'solid', 'research', 'back', 'note', 'aspect', 'every', 'important', 'design', 'decision', 'make', 'justify', 'use', 'research']"
368,"['link', 'external', 'site']"
369,"['question', 'answer', 'update']"
370,"['use', 'mainly', 'present', 'tense']"
371,"['use', 'form']"
372,"['work', 'assign']"
373,"['point', 'review', 'fix', 'project', 'prototype', 'let', 'u', 'know', 'screen', 'see', 'fix']"
374,"['q', 'get', 'know', 'team', 'project']"
375,"['fill', 'highlight', 'area']"
376,"['complete', 'around', 'work', 'sign']"
377,"['point', 'anything', 'evaluation', 'fix', 'project', 'prototype', 'tell', 'u', 'screen', 'see', 'fix']"
378,"['recommendation', 'base', 'current', 'season', 'type', 'select', 'trail', 'example', 'trail', 'lot', 'inclined', 'elevation', 'gain', 'hiking', 'pole', 'may', 'useful']"
379,"['make', 'sure', 'define', 'use', 'case', 'way', 'avoid', 'raise', 'feeling', 'two', 'separate', 'apps', 'one', 'package', 'feature', 'feature', 'prototype', 'one', 'population', 'go', 'use']"
380,"['example', 'fix', 'problem', 'new', 'programming', 'language', 'keep', 'try', 'still', 'resolve', 'maybe', 'seek', 'help']"
381,"['yeah', 'five', 'key', 'feature', 'app', 'follow', 'first', 'one', 'would', 'like', 'one', 'able', 'enter', 'skill', 'particular', 'course', 'someone', 'else', 'fee', 'inside', 'web', 'app']"
382,"['need', 'provide', 'context', 'feature', 'roughly', 'outline', 'else', 'page']"
383,"['paper', 'prototype', 'quality']"
384,"['cost', 'estimation', 'reflection']"
385,[]
386,"['sprint', 'feedback']"
387,"['sprint', 'plan', 'sprint', 'goal']"
388,"['delete', 'criterion', 'row']"
389,"['video', 'scroll', 'individual', 'project', 'code', 'slowly', 'enough', 'grader', 'scan']"
390,"['answer', 'question', 'time', 'separate', 'day', 'two', 'status', 'update']"
391,"['revision', 'quality']"
392,"['teammate', 'respond', 'cognitive', 'style', 'reflection']"
393,"['include', 'item', 'assessment', 'later', 'fix', 'project', 'prototype', 'let', 'u', 'know', 'screen', 'see', 'fix']"
394,"['one', 'scrum', 'event', 'along', 'sprint', 'sprint', 'plan', 'daily', 'scrum', 'sprint', 'review', 'unlike', 'sprint', 'review', 'retrospective', 'happens', 'within', 'scrum', 'team', 'review', 'presentation', 'scrum', 'team', 'project', 'stakeholder', 'retrospective', 'team', 'identify', 'good', 'bad', 'improve', 'next', 'sprint', 'see', 'scrum', 'guide']"
395,"['provide', 'team', 'feedback', 'microservice']"
396,"['overview', 'assignment', 'part', 'meet', 'team', 'decide', 'need', 'microservices', 'plan', 'microservice', 'notify', 'teammate', 'individual', 'project', 'able', 'communicate', 'microservice']"
397,"['create', 'base', 'team', 'signup', 'form', 'submission']"
398,"['respond', 'teammate', 'whose', 'blocker', 'might', 'able', 'help', 'clear']"
399,"['use', 'case', 'uml', 'diagram', 'oo', 'evaluation']"
400,"['create', 'base', 'team', 'signup', 'form', 'submission']"
401,"['learning', 'process', 'v']"
402,"['also', 'one', 'last', 'semester', 'app', 'want', 'book', 'swap', 'app', 'user', 'go', 'able', 'list', 'book', 'want', 'swap', 'book', 'go', 'worth', 'set', 'point', 'user', 'set', 'another', 'user', 'ask', 'swap', 'pay', 'amount', 'point', 'one', 'send', 'boo', 'pay', 'shipping']"
403,"['use', 'rubric', 'grade', 'assignment']"
404,"['see', 'read', 'project', 'option']"
405,"['environment', 'space', 'interruption', 'light', 'etc']"
406,"['least', 'one', 'paragraph', 'vague']"
407,"['help', 'create', 'architecture', 'diagram', 'project', 'evaluate', 'revise', 'diagram', 'use', 'oo', 'design', 'principle', 'help', 'plan', 'extensibility', 'maintainability']"
408,"['example', 'turn']"
409,"['include', 'friend', 'communicate', 'someone', 'fail', 'implement', 'service', 'one', 'person', 'submit', 'document', 'contain', 'individual', 'submit', 'agree', 'basic', 'rule']"
410,['instruction']
411,"['please', 'one', 'person', 'group', 'submit', 'assignment']"
412,"['make', 'sentence', 'paragraph', 'example', 'underserved', 'person', 'car', 'seat', 'back', 'seat', 'parent', 'drive', 'think', 'car', 'hot', 'turn', 'air', 'conditioner', 'adjust', 'temperature', 'liking']"
413,"['want', 'form', 'team', 'find', 'one', 'five', 'people', 'choose', 'team', 'name']"
414,"['list', 'least', 'quality', 'attribute', 'already', 'give']"
415,"['create', 'space', 'user', 'make', 'request', 'book', 'ca', 'remember', 'name', 'ask', 'suggestion']"
416,"['user', 'able', 'see', 'information', 'possible', 'problem', 'ingredient', 'choose', 'ethical', 'alternative']"
417,"['description', 'criterion']"
418,"['already', 'team', 'one', 'person', 'team', 'need', 'submit', 'signup', 'form']"
419,"['company', 'x', 'pretend', 'core', 'team', 'create', 'new', 'persona']"
420,"['c', 'sort', 'like', 'äú', 'data', 'source', 'äù', 'fig', 'must', 'readable']"
421,"['get', 'know', 'teammate', 'get', 'feedback', 'ui', 'design', 'see', 'others', 'approach', 'ui', 'design', 'could', 'give', 'ideas', 'instruction', 'read', 'teammate', 'assignment', 'submission', 'post', 'ask', 'feedback', 'team', 'ui', 'design', 'upload', 'document', 'discussion', 'forum', 'feedback', 'teammate', 'teammate', 'respond', 'thinking', 'cognitive', 'style', 'reply', 'teammate', 'think', 'style', 'cognitive', 'either', 'something', 'find', 'interest', 'thinking', 'way', 'different', 'cognitive', 'style', 'way', 'similar', 'cognitive', 'style', 'sentence', 'per', 'teammate', 'user', 'interface', 'design', 'respond', 'positive', 'comment', 'ui', 'design', 'suggestion', 'question', 'need', 'provide', 'drawing', 'per', 'teammate', 'need', 'include', 'quote', 'screenshot', 'teammates', 'show', 'respond']"
422,[]
423,"['someone', 'team', 'state', 'team', 'communicate']"
424,"['post', 'mortem', 'question', 'incomplete', 'vague']"
425,"['one', 'send', 'book', 'pay', 'shipping']"
426,"['data', 'action', 'plan', 'thing', 'data', 'schedule', 'data', 'planning', 'collection', 'organization', 'part', 'family', 'planning', 'conception', 'gestation', 'real', 'date', 'make', 'deadline']"
427,"['use', 'prototype', 'diagram', 'presentation', 'structure', 'spend', 'time', 'tell', 'u', 'design', 'choice', 'make', 'support', 'use', 'case', 'describe', 'explain', 'make', 'use', 'case']"
428,"['fill', 'highlighted', 'area']"
429,"['video', 'show', 'mvp', 'reflect', 'csh']"
430,[]
431,"['find', 'grading', 'policy', 'project', 'installment']"
432,"['influence', 'activity', 'people', 'engage']"
433,"['g', 'volunteer', 'firefighter', 'volunteer', 'search', 'rescue']"
434,"['medium', 'fidelity', 'use', 'figma']"
435,"['interview', 'emphasize', 'item', 'problem', 'encounter', 'activity', 'people', 'part', 'heavily', 'space', 'less', 'observation', 'need', 'rich', 'detail', 'interview', 'item', 'except', 'item', 'people', 'part']"
436,"['individually', 'give', 'honest', 'assessment', 'much', 'task', 'use', 'quiz', 'individual', 'part', 'final', 'project', 'installment', 'quiz']"
437,"['feel', 'free', 'add', 'feature', 'long', 'five', 'include']"
438,"['design', 'catalog', 'directly', 'map', 'cognitive', 'style', 'heuristic', 'overlap', 'support', 'cognitive', 'facet', 'must', 'design', 'reflect', 'every', 'csh', 'yes', 'might', 'need', 'add', 'implementation', 'possible', 'part', 'make', 'assignment', 'non', 'trivial', 'reflect', 'quality', 'attribute', 'could', 'demonstrate', 'code', 'example', 'maintainability', 'yes', 'could', 'show', 'non', 'functional', 'requirement', 'satisfied']"
439,"['question', 'please', 'feel', 'free', 'contact', 'thank', 'much']"
440,"['f', 'three', 'item', 'reach', 'level', 'b']"
441,"['requirement', 'satisfy']"
442,"['start', 'proj', 'final', 'facet', 'list', 'clarity', 'simple', 'list', 'need', 'note', 'presentation', 'also', 'need', 'expand', 'upon', 'particular', 'facet']"
443,"['good', 'b', 'responsible', 'level', 'knowledge', 'topic', 'cover', 'respectful', 'underserved', 'population', 'stereotype', 'relegate', 'one', 'dimensional', 'well', 'organize', 'presentation']"
444,"['pick', 'one', 'following', 'get', 'special', 'permission', 'dr', 'burnett', 'marginalized', 'population', 'prefer', 'first', 'come', 'first', 'serve']"
445,"['previous', 'sprint', 'team', 'meeting']"
446,"['computer', 'self', 'efficacy', 'medium', 'confidence', 'unfamiliar', 'tech', 'task']"
447,"['video', 'grader', 'access']"
448,"['post', 'document', 'contain']"
449,"['b', 'use', 'case', 'mainstreamer', 'enter', 'sentence', 'paragraph', 'mainstream', 'personality', 'sit', 'front', 'seat', 'think', 'car', 'cold', 'maybe', 'daughter', 'back', 'seat', 'turn', 'air', 'condition', 'low', 'cold', 'draft', 'blow', 'whatever', 'user', 'interface', 'make']"
450,"['request', 'feedback', 'team', 'code', 'smell']"
451,"['question', 'please', 'feel', 'free', 'ask', 'thank']"
452,"['sprint', 'retrospective']"
453,"['work', 'team', 'whole', 'term']"
454,"['quiz', 'give', 'honest', 'assessment', 'do', 'much', 'task']"
455,"['portfolio', 'rubric']"
456,"['make', 'sure', 'user', 'non', 'c', 'background']"
457,"['imagine', 'experiment', 'new', 'type', 'product', 'talk', 'translator', 'translator', 'goal', 'product', 'combine', 'benefit', 'translation', 'convenience', 'speakerphone', 'allow', 'user', 'speak', 'phone', 'microphone', 'native', 'language', 'let', 'phone', 'speaker', 'speak', 'loud', 'target', 'language', 'example', 'user', 'could', 'say', 'room', 'english', 'app', 'could', 'say', 'loud', 'donde', 'esta', 'la', 'habitacion', 'target', 'language', 'spanish']"
458,"['presentation', 'use', 'prototype', 'diagram', 'structure', 'spend', 'time', 'tell', 'u', 'design', 'decision', 'make', 'support', 'use', 'case', 'explain', 'make', 'one']"
459,"['structure', 'meeting', 'need']"
460,"['create', 'use', 'case', 'support', 'underserved', 'population', 'commitment', 'prototype', 'need', 'support', 'consistent', 'task', 'trivial', 'thing']"
461,"['someone', 'team', 'state', 'team', 'someonne', 'drop', 'course']"
462,"['individually', 'give', 'honest', 'assessment', 'complete', 'much', 'task', 'use', 'quiz', 'item', 'project', 'part', 'quiz']"
463,"['see', 'figure', 'example', 'screen', 'transition', 'draw', 'prototype', 'would', 'pencil', 'rough', 'polish', 'like', 'one']"
464,"['report', 'please', 'write', 'team', 'member', 'participate', 'interview', 'observation']"
465,"['part', 'task', 'management', 'system']"
466,"['user', 'enter', 'common', 'meal', 'see', 'typical', 'ingredient', 'involve', 'recipe']"
467,"['lack', 'one', 'two', 'quality']"
468,"['note', 'point', 'deduct', 'work', 'äú', 'break', 'data', 'flow', 'äù', 'problem']"
469,"['explain', 'prototype', 'way']"
470,"['describe', 'task', 'use', 'system', 'project', 'would', 'ask', 'user', 'perform', 'observation']"
471,"['insight', 'get', 'relevant', 'design', 'e']"
472,"['find', 'one', 'exactly', 'five', 'people', 'decide', 'team', 'name']"
473,"['check', 'product', 'backlog', 'idea']"
474,"['book', 'swap', 'video']"
475,"['approach', 'proceed', 'answer', 'question', 'detail']"
476,"['submit', 'individual', 'format', 'fill', 'form']"
477,"['less', 'task']"
478,"['figure', 'show', 'example', 'screen', 'transition', 'draw', 'prototype', 'however', 'draw', 'would', 'pencil', 'rough', 'quite', 'polish', 'like', 'one']"
479,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'many', 'error', 'become', 'frustrate', 'want', 'people', 'enjoy', 'software']"
480,"['e', 'äú', 'prioritize', 'persona', 'skeleton', 'äù', 'fig', 'result', 'team', 'äôs', 'prioritizing', 'skeleton', 'tell', 'priority', 'get', 'assign', 'skeleton', 'turn', 'population']"
481,"['look', 'detail', 'personas', 'relate', 'decision', 'research', 'feedback', 'decision', 'example', 'persona', 'aspect', 'sally', 'say', 'like', 'game', 'prototype', 'x', 'feature']"
482,"['use', 'template', 'optional']"
483,"['fill', 'highlighted', 'area']"
484,"['also', 'every', 'team', 'member', 'participate', 'least', 'one', 'observation', 'interview']"
485,"['keep', 'mind', 'student', 'already', 'assess', 'use', 'rubric']"
486,"['video', 'show', 'ui', 'read', 'prng', 'service']"
487,"['plan', 'microservice']"
488,"['problem', 'avoid', 'äôt', 'forget', 'index', 'pretend', 'data', 'source', 'something', 'like', 'figure', 'pp']"
489,"['translator', 'goal', 'product', 'would', 'marry', 'advantage', 'ai', 'power', 'translation', 'convenience', 'hand', 'free', 'enable', 'user', 'speak', 'phone', 'mic', 'native', 'language', 'phone', 'speaker', 'talk', 'outloud', 'target', 'language']"
